city,slug,url,name,rating,views,reviews_count,phone,board,established,category,gender,locality,images
karnal,/school/karnal/the-gurukul-nilokheri-po-sidhpur,https://yellowslate.com/school/karnal/the-gurukul-nilokheri-po-sidhpur,THE GURUKUL NILOKHERI - PO SIDHPUR ,0,93,0,+919513238818,CBSE,2015,Boarding Schools,Boys,PO SIDHPUR,
karnal,/school/karnal/nishan-public-school-danialpur,https://yellowslate.com/school/karnal/nishan-public-school-danialpur,Nishan Public School - Danialpur ,0,72,0,+919513238818,CBSE,1990,Boarding Schools,Co-Education,Danialpur,
