city,slug,url,name,rating,views,reviews_count,phone,board,established,category,classes,gender,locality,images
bareilly,/school/bareilly/delhi-public-school-parsakhera,https://yellowslate.com/school/bareilly/delhi-public-school-parsakhera,Delhi Public School - PARSAKHERA ,0,118,0,+919513238818,CBSE,2002,Boarding Schools,700 - 41,Co-Education,PARSAKHERA,
bareilly,/school/bareilly/manas-sthali-residential-school-faridpur-town,https://yellowslate.com/school/bareilly/manas-sthali-residential-school-faridpur-town,Manas Sthali Residential School - FARIDPUR TOWN ,0,116,0,+919513238818,CBSE,1990,Boarding Schools,,Co-Education,FARIDPUR TOWN,
