Serial,City,School Name
3860,hyderabad,The Aga Khan Academy
3861,hyderabad,The Aga Khan Academy
3862,hyderabad,The Brilliant High School
3863,hyderabad,The Brilliant High School
3864,hyderabad,THE CITY HIGH SCHOOL
3865,hyderabad,The Creek Planet School
3866,hyderabad,"The Creek Planet School, Mercury Campus"
3867,hyderabad,The Creek Planet School (Neptune Campus)
3868,hyderabad,"The Creek Planet School, Neptune Campus"
3869,hyderabad,"The Creek Planet School, Orbit Campus"
3870,hyderabad,"The Creek Planet School, Venus Campus"
3871,hyderabad,The Elegancia School
3872,hyderabad,The Future Kids School - Financial District
3873,hyderabad,The Gaudium School
3874,hyderabad,The Gaudium School
3875,hyderabad,The Gaudium School
3876,hyderabad,The Global Edge School
3877,hyderabad,The Global Edge School
3878,hyderabad,The Global Edge School
3879,hyderabad,The Global Edge School
3880,hyderabad,The Global Edge School
3881,hyderabad,The Happy Project - Early Years
3882,hyderabad,The HDFC School Bengaluru
3883,hyderabad,The Hyderabad Public School
3884,hyderabad,The Hyderabad Public School
3885,hyderabad,The Hyderabad Public School
3886,hyderabad,The Indian High School
3887,hyderabad,"The Indian Public School,Hyderabad"
3888,hyderabad,The Indian Public School - Hyderabad South Campus
3889,hyderabad,The Indian Public School
3890,hyderabad,The Indian Public School(TIPS)-Jains Carlton Creek
3891,hyderabad,The Indian Public School(TIPS)-Aparna CyberZon
3892,hyderabad,The Indian Public School(TIPS)-Indis One City
3893,hyderabad,The Indian Public School(TIPS)-L & T Serene
3894,hyderabad,The Indian Public School(TIPS)_Nallagandla
3895,hyderabad,The Indian Public School(TIPS)-PBEL City Campus
3896,hyderabad,The Indian Public School(TIPS)-Rajapushpa Atria
3897,hyderabad,The Indo English High School
3898,hyderabad,The Indo English High School
3899,hyderabad,The Integral School
3900,hyderabad,THE JAIN INTERNATIONAL SCHOOL
3901,hyderabad,The Learning Curve
3902,hyderabad,The Learning Tree School
3903,hyderabad,The LUMINOUS ACADEMY Montessori Preschool
3904,hyderabad,The Masterminds International School
3905,hyderabad,THE MASTERMINDS SCHOOL
3906,hyderabad,THE MODEL CITY SCHOOL
3907,hyderabad,The Mother's Integral School
3908,hyderabad,The Mothers Integral School
3909,hyderabad,The Notebook
3910,hyderabad,"The Premia Academy - CBSE & IGCSE International School Attapur, Hyderabad"
3911,hyderabad,The Princeton School
3912,hyderabad,The Progress Global High School
3913,hyderabad,THE PROGRESS HIGH SCHOOL
3914,hyderabad,The Quantium School
3915,hyderabad,The Secunderabad Public School
3916,hyderabad,The Shri Ram Academy
3917,hyderabad,The Shri Ram Academy International
3918,hyderabad,The Shri Ram Academy
3919,hyderabad,The Shri Ram Universal School
3920,hyderabad,The Star School
3921,hyderabad,The Suraka School
3922,hyderabad,The Tree House
3923,hyderabad,The Tree House Play School
3924,hyderabad,The Triveni Talent School
3925,hyderabad,Thraya School
3926,hyderabad,Time Kids-Domalguda
3927,hyderabad,T.I.M.E. Kids Preschool
3928,hyderabad,T.I.M.E School
3929,hyderabad,T.I.M.E School
3930,hyderabad,T.I.M.E School
3931,hyderabad,TIMEs School
3932,hyderabad,TINY TOTS KIDS WORLD PRE SCHOOL CARE CENTER
3933,hyderabad,Tot Lots Play School
3934,hyderabad,Tree House Kids Play Grou
3935,hyderabad,Tree House Kids Play Group
3936,hyderabad,Tree House
3937,hyderabad,Tree House Play Grou
3938,hyderabad,Tree House Play Group
3939,hyderabad,Tree House Play Group
3940,hyderabad,Tree House Play School
3941,hyderabad,Trident International School
3942,hyderabad,Triveni High school
3943,hyderabad,Triveni kids school
3944,hyderabad,Triveni Talent High School
3945,hyderabad,Triveni Talent Schools
3946,hyderabad,Triveni Talent Schools
3947,hyderabad,Triveni Talent Schools
3948,hyderabad,Triveni Talent Schools Kids
3949,hyderabad,Triveni Talent Schools
3950,hyderabad,Triveni Talent Schools
3951,hyderabad,Triveni Talent Schools
3952,hyderabad,Triveni Talent Schools
3953,hyderabad,Triveni Talent Schools
3954,hyderabad,T.R.R. High School
3955,hyderabad,TULASI HIGH SCHOOL
3956,hyderabad,TVR MODEL SCHOOL
3957,hyderabad,twinkle school
3958,hyderabad,Udaan The School
3959,hyderabad,Unicent School
3960,hyderabad,Unicent School
3961,hyderabad,Unicent School
3962,hyderabad,Unicent school
3963,hyderabad,Unicent School
3964,hyderabad,UNIQUE HIGH SCHOOL
3965,hyderabad,UNIQUE HIGH SCHOOL FOR GIRLS
3966,hyderabad,USHODAYA HIGH SCHOOL
3967,hyderabad,Valerian Grammar High School
3968,hyderabad,VALLI HIGH SCHOOL
3969,hyderabad,Vamsee Mohan High School
3970,hyderabad,Vani High School
3971,hyderabad,Vani High School
3972,hyderabad,VANI HIGH SCHOOL
3973,hyderabad,Varun Model High School
3974,hyderabad,Vasara Vidhyalaya High School
3975,hyderabad,Vasavi Motherlap School
3976,hyderabad,Vasavi Public School
3977,hyderabad,Vasavi Public School
3978,hyderabad,Vashista Model High School
3979,hyderabad,V.D.PRASADA RAO MEMORIAL HIGH SCHOOL
3980,hyderabad,Veda Kidz
3981,hyderabad,Vedant International School
3982,hyderabad,Velocity High School
3983,hyderabad,Velocity High School
3984,hyderabad,Venus High School
3985,hyderabad,Venus High School
3986,hyderabad,Victory High School
3987,hyderabad,Vidhya Model High School
3988,hyderabad,Vidya Abhyasa Model High School
3989,hyderabad,Vidya Bharathi High School
3990,hyderabad,Vidya Bharathi High Shool
3991,hyderabad,Vidya Bharathi Model High School
3992,hyderabad,Vidya Dayini Model High School
3993,hyderabad,Vidya Niketan High School
3994,hyderabad,Vidya Talent school
3995,hyderabad,Vidya Vani High School
3996,hyderabad,VIDYA VINAYALAYA SCHOOL
3997,hyderabad,Vidya Vinayalaya School
3998,hyderabad,Vidyanikethan high school
3999,hyderabad,Vidyanjali Grammar School
4000,hyderabad,Vidyanjali Grammar School
4001,hyderabad,Vidyanjali High School
4002,hyderabad,Vidyaranya High School
4003,hyderabad,Vignan BoTree School Nizampet
4004,hyderabad,Vignan Global Gen School
4005,hyderabad,Vignan Global Gen School
4006,hyderabad,Vignan Global Gen School
4007,hyderabad,Vignan Global Gen School
4008,hyderabad,Vignan Global Gen School
4009,hyderabad,Vignan High School
4010,hyderabad,Vignan Integrated High School
4011,hyderabad,Vignan Jyothi Grammar High School
4012,hyderabad,Vignan Prabha High School
4013,hyderabad,Vignan School
4014,hyderabad,Vignan Vidya Niketan High School
4015,hyderabad,VIGNAN VIDYALAYA
4016,hyderabad,Vignana bharathi high school
4017,hyderabad,Vignana Jyothi Public School
4018,hyderabad,Vignan’s Prabodhananda Prashanti Niketan (PPN)
4019,hyderabad,Vijay Karan Concept School
4020,hyderabad,Vijay Ratna CBSE School
4021,hyderabad,Vijaya Modern School
4022,hyderabad,Vijetha Vidyalaya
4023,hyderabad,Vikas High School
4024,hyderabad,Vikas High School
4025,hyderabad,Vikas The Concept School
4026,hyderabad,VIKAS VALLEY PUBLIC SCHOOL
4027,hyderabad,Vindhya Test School
4028,hyderabad,Vindhya Test
4029,hyderabad,VIP's International School
4030,hyderabad,VIP's International School
4031,hyderabad,VIPs International School
4032,hyderabad,VIPs International School
4033,hyderabad,VIPS INTERNATIONAL SCHOOL
4034,hyderabad,VIP's International School
4035,hyderabad,Vishwa Bharathi High School
4036,hyderabad,Vishwa Jyothi Model School
4037,hyderabad,Vishwa Shanti High School
4038,hyderabad,Vishwa Vikas Model School
4039,hyderabad,Vista International School
4040,hyderabad,Viswa Bharathi High School
4041,hyderabad,Vivek Missionaary School
4042,hyderabad,VIVEKANANDA HIGH SCHOOL
4043,hyderabad,Vivekananda High School
4044,hyderabad,Vivekananda Model High School
4045,hyderabad,Vivekananda Residential High School
4046,hyderabad,Vivekananda Residential School
4047,hyderabad,Vivero International Preschool
4048,hyderabad,VMR Grammar School
4049,hyderabad,Voxpop International School
4050,hyderabad,VOXPOP International School
4051,hyderabad,Vriha School
4052,hyderabad,VRS Vignana Jyothi School
4053,hyderabad,VRS & VJ Residential School
4054,hyderabad,Vvyasa School
4055,hyderabad,Walden's Path
4056,hyderabad,Walkertown Academy
4057,hyderabad,Westbrook International School
4058,hyderabad,westfield international school
4059,hyderabad,Westfield International School
4060,hyderabad,Westfield International School
4061,hyderabad,White Feather School
4062,hyderabad,Wisdom The Global Concept School
4063,hyderabad,Woodnote Pre School
4064,hyderabad,World One School
4065,hyderabad,World One School
4066,hyderabad,Xavier Memorial High School
4067,hyderabad,Yellow Slate School
4068,hyderabad,Zee High School
4069,hyderabad,Zee High School
4070,hyderabad,Zenas International School
4071,hyderabad,Zenas International School
4072,hyderabad,Zikra High School
4073,chennai,D.A.V. Girls Senior Secondary School
4074,chennai,A A PUBLIC SCHOOL - ROYAPURAM
4075,chennai,A Little More Play School - Chetpet
4076,chennai,Aachi Global school - AYANAMBAKKAM
4077,chennai,Aachi Global School
4078,chennai,Aathichudi International Pre School
4079,chennai,Aathichudi International Pre School - Maraimalai Nagar
4080,chennai,Aathichudi International Pre School
4081,chennai,Aathichudi International Pre School
4082,chennai,Aathichudi International Pre School
4083,chennai,Aathichudi International Pre School
4084,chennai,Aathichudi International Pre School
4085,chennai,Aathichudi International Pre School - Thiruvanmiyur
4086,chennai,Aathichudi International Pre School
4087,chennai,Aathichudi International Preschool
4088,chennai,Aathichudi International Preschool
4089,chennai,Aathichudi International Preschool - Kolathur
4090,chennai,Aathichudi International Preschool - Kovilambakkam
4091,chennai,Aathichudi International Preschool
4092,chennai,Aathichudi International Preschool - New Perungalathur
4093,chennai,Aathichudi International Preschool
4094,chennai,Aathichudi International Preschool - Polichalur
4095,chennai,Aathichudi International Preschool - Sembakkam
4096,chennai,Aathichudi International Preschool - Vyasar Nagar
4097,chennai,"Abacus Montessori School - Industrial Estate,Perungudi"
4098,chennai,Abacus Montessori School - Perungudi
4099,chennai,ABC Montessori - Mugalivakkam
4100,chennai,ABC Montessori - New Perungalathur
4101,chennai,ABC Montessori
4102,chennai,ABC Montessori
4103,chennai,ABS Global Smart School - Korattur
4104,chennai,Academics Redefined Model Indian School
4105,chennai,Accord International Schools
4106,chennai,Achariya Bala Siksha Mandir - Adyar
4107,chennai,Achariya Bala Siksha Mandir - Janaki Nagar
4108,chennai,Achariya Bala Siksha Mandir - K. K. Nagar
4109,chennai,Achariya Bala Siksha Mandir - Valasaravakkam
4110,chennai,Adarsh Vidyalaya - Gopalapuram
4111,chennai,"Adhithya Public School - TNHB Colony,Purasaiwakkam"
4112,chennai,Aditi Nursery &amp; Primary School - Kodambakkam
4113,chennai,Aero kids
4114,chennai,Aero kids
4115,chennai,Aerokids
4116,chennai,Aerokids - Anakaputhur
4117,chennai,Aerokids
4118,chennai,Aerokids
4119,chennai,Aerokids - Kattupakkam
4120,chennai,Aerokids - Thirumullaivoyal
4121,chennai,Aerokids
4122,chennai,Aerokids - Valasaravakkam
4123,chennai,Aerokids
4124,chennai,Aerokids
4125,chennai,AGARWAL VIDYALAYA AND JR COLLEGE - Vepery
4126,chennai,AGR Global School
4127,chennai,Air Force School
4128,chennai,AKG Public school
4129,chennai,"Akshar Arbol International School - Rajendran Nagar,Neelankarai"
4130,chennai,Akshar Arbol International School
4131,chennai,Akshar Arbol International School - West Mambalam
4132,chennai,Akshara Matriculation Higher Secondary School
4133,chennai,Akshayah Global School - Velachery
4134,chennai,Al-Fajr International School - Maraimalai Nagar
4135,chennai,Al-Hira Model School
4136,chennai,Al Qamar Academy - Kottivakkam
4137,chennai,Alagappa Matric Higher Secondary School - Purasaiwakkam
4138,chennai,ALL ANGELS NURSERY &amp; PRIMARY SCHOOL
4139,chennai,ALLANGELS NURSERY &amp; PRIMARY SCHOOL - K. K. Nagar
4140,chennai,ALLWYN MATRICULATION SCHOOL - AMINJIKARAI
4141,chennai,Alpha International School - Sembakkam
4142,chennai,Alpha International School - Sembakkam
4143,chennai,ALPHA MATRICULATION HIGHER SECONDARY SCHOOL - Sembakkam
4144,chennai,"Alpha School - Asoka Nagar,T Nagar"
4145,chennai,"Alpha School - CIT Nagar West,CIT Nagar"
4146,chennai,aLphabet internationaL schooL - Palavakkam
4147,chennai,Alphabet School
4148,chennai,Alwin International Public School - Padappai
4149,chennai,"Alwin Memorial Public School - Indira Nagar,Selaiyur"
4150,chennai,AMBAL MATRICULATION SCHOOL - Arumbakkam
4151,chennai,Amelio - Abiramapuram
4152,chennai,Amelio
4153,chennai,Amelio - George Town
4154,chennai,Amelio
4155,chennai,Amelio
4156,chennai,Amelio
4157,chennai,Amelio
4158,chennai,Amelio
4159,chennai,Amelio
4160,chennai,Amelio - Siruseri
4161,chennai,Amelio - Tharamani
4162,chennai,Amelio
4163,chennai,"American International School, - Tharamani"
4164,chennai,American Kidz
4165,chennai,Amethyst International School - Karanai
4166,chennai,Amethyst International School - Sithalapakkam
4167,chennai,Amrita Vidyalayam school
4168,chennai,ANAIKAR MATRICULATION HIGHER SECONDARY SCHOOL - CHOOLAI
4169,chennai,Anand Singapore International School - Porur
4170,chennai,ANANT INTERNATIONAL SCHOOLS
4171,chennai,"Angel Babyland Matriculation School - Gopal Nagar,Selaivayal"
4172,chennai,ANGELS BABY LAND MATRIC HIGHER SECONDARY SCHOOL - Tondiarpet
4173,chennai,Anita Methodist School
4174,chennai,Anjuman Matriculation Higher Secondary School
4175,chennai,Annai Arul Public School
4176,chennai,Annai Vailankanni Matriculation Higher Secondary School - Pammal
4177,chennai,"Annai Violet International School - Pudur,Banu Nagar"
4178,chennai,Apex Pon Vidyashram
4179,chennai,APL Global School
4180,chennai,APL Global School - Oggiyamduraipakkam
4181,chennai,Apple Kids
4182,chennai,Apple Kids - Adambakkam
4183,chennai,Apple Kids - Ashok Nagar
4184,chennai,Apple Kids - Ayanavaram
4185,chennai,Apple Kids - Ayappakkam
4186,chennai,Apple Kids
4187,chennai,Apple Kids
4188,chennai,Apple Kids
4189,chennai,Apple Kids
4190,chennai,Apple Kids
4191,chennai,Apple Kids - Kotturpuram
4192,chennai,Apple Kids
4193,chennai,Apple Kids - Koyambedu
4194,chennai,Apple Kids - Mogappair West
4195,chennai,Apple Kids
4196,chennai,Apple Kids
4197,chennai,Apple Kids
4198,chennai,Apple Kids
4199,chennai,Apple Kids
4200,chennai,Apple Kids
4201,chennai,Apple Kids - Thirumullaivoyal
4202,chennai,Apple Kids - Thiruvanmiyur
4203,chennai,Apple Kids
4204,chennai,Apple Kids
4205,chennai,Apple Kids - Valasaravakkam
4206,chennai,Apple Kids
4207,chennai,Aptech Montana International Preschool
4208,chennai,Arise N Shine - Adyar
4209,chennai,Arise N Shine
4210,chennai,Arise N Shine
4211,chennai,Arise n Shine International Preschool - Periyar Nagar West
4212,chennai,Arise N Shine - Kattupakkam
4213,chennai,Army public school
4214,chennai,Arsha Vidya Mandir
4215,chennai,Arsha Vidya Mandir
4216,chennai,Art Splash Academy - Adyar
4217,chennai,ASIAN CHRISTIAN HIGH SCHOOL
4218,chennai,Athena Global School - Semmancheri
4219,chennai,Aura preschool
4220,chennai,AVM Rajeshwari The School
4221,chennai,AVPT SCHOOL CBSE - Avadi
4222,chennai,Baalyaa Senior Secondary School - Keelkattalai
4223,chennai,BABA MATRICULATION SCHOOL
4224,chennai,Babaji Vidhyashram Senior Secondary School - Perumbakkam
4225,chennai,Babaji Vidhyashram
4226,chennai,Bachpan
4227,chennai,Bachpan
4228,chennai,"BALA SARAVANA VIDYALAYA MATRICULATION SCHOOL - Ganesh Nagar,Velachery"
4229,chennai,BALA VIDYA MANDIR SENIOR SECONDARY SCHOOL
4230,chennai,BALAJEE VIDYASHRAM MATRICULATION SCHOOL - Perambur
4231,chennai,Balar Vidyalaya Nursery &amp; Primary School
4232,chennai,Bamboola
4233,chennai,Bee Hive Preschool
4234,chennai,Besant Arundale Senior Secondary School - Thiruvanmiyur
4235,chennai,Besant L.V.R. Matriculation High School - Besant Nagar
4236,chennai,Bethany Nursery &amp; Primary School
4237,chennai,BG Future School - Happy Early Stage Learning - Avadi
4238,chennai,Bhakatavatsalam Vidyashram - Korattur
4239,chennai,Bharath Senior Secondary School
4240,chennai,Bharathi Vidyalaya school
4241,chennai,Bharathi Vidyalaya Senior Secondary School
4242,chennai,Bharatiya Vidya Bhavan's Rajaji Vidyashram - Kilpauk
4243,chennai,Bhavans Rajaji Vidyashram
4244,chennai,Billabong High International School - Kelambakkam
4245,chennai,Billabong High International School - Kelambakkam
4246,chennai,Billabong High International School
4247,chennai,Billabong High International School
4248,chennai,Birla Open Minds International School - Ambattur
4249,chennai,Bishop Cotton Girls School
4250,chennai,Blue Bells - Arumbakkam
4251,chennai,Blue Bells - Ashok Nagar
4252,chennai,Blue Bells
4253,chennai,Blue Bells
4254,chennai,Blue Bells
4255,chennai,Blue Bells
4256,chennai,Blue Bells - Vyasar Nagar
4257,chennai,Boaz Public School - Gowrivakkam
4258,chennai,Boston School
4259,chennai,Brindavan Public School - CHENGALPATTU
4260,chennai,British School
4261,chennai,Brixton House Montessori
4262,chennai,B.S. Matriculation Higher Secondary School
4263,chennai,Budding Minds
4264,chennai,Budding Minds
4265,chennai,Budding Minds - Purushotham Nagar
4266,chennai,Budding Minds - Pushpagiri
4267,chennai,BVM Global School
4268,chennai,"B.V.M. Global - Sithalapakkam, Selaiyur"
4269,chennai,C.S.I. MONAHAN MATRICULATION SCHOOL - Gopalapuram
4270,chennai,Campus K International School
4271,chennai,Campus K
4272,chennai,Canopo international school
4273,chennai,Carmel Public School
4274,chennai,Casagrand International School - Kelambakkam Vandalur Road Campus - Kelambakkam
4275,chennai,Casagrand International School - Perumbakkam
4276,chennai,Casagrand international school - Thirumudivakkam - THIRUMUDIVAKKAM
4277,chennai,Casagrand international school (Thiruvanmiyur) - Thiruvanmiyur
4278,chennai,Champs Academy - Palavakkam
4279,chennai,Chennai Public School - Anna Nagar
4280,chennai,Chennai Public School
4281,chennai,"Chennai Public School - TVS Colony,Anna Nagar"
4282,chennai,Chettinad Hari Shree Vidyalayam - Raja Annamalai Puram
4283,chennai,Chettinad Sarvalokaa Education
4284,chennai,Chettinad Vidyashram
4285,chennai,Chettinad Vidyashram
4286,chennai,C.H.I.L.D preschool
4287,chennai,C.H.I.L.D preschool - Kovur
4288,chennai,C.H.I.L.D preschool
4289,chennai,Childrens Garden Higher Secondary School
4290,chennai,Chinmaya Vidyalaya
4291,chennai,Chinmaya Vidyalaya
4292,chennai,Chinmaya Vidyalaya - Kilpauk
4293,chennai,Chinmaya Vidyalaya
4294,chennai,Chisel Montessori School
4295,chennai,Cholan Matriculation Higher Secondary School
4296,chennai,Christ King Convent and Primary School
4297,chennai,Christ Matric Higher Secondary School - Poonamallee
4298,chennai,Christian Nursery and Primary School
4299,chennai,Chutti Play School - Madambakkam
4300,chennai,CK Innovative Public School
4301,chennai,CLM Sishya OMR School
4302,chennai,Cocoonz Pre School - Maraimalai Nagar
4303,chennai,Colours Indian School - Agaramthen
4304,chennai,Coral Infi Kids
4305,chennai,"CPS Global School - A Block,Annanagar East"
4306,chennai,CPS Global School - Ramachandra Nagar
4307,chennai,Creeping Buds Pre School
4308,chennai,Crescent school - Peerakankaranai
4309,chennai,Crescent School - Vanagaram
4310,chennai,C.S.I. BAIN MATRICULATION SCHOOL - Kodungaiyur
4311,chennai,C.S.I. BAIN MATRICULATION SCHOOL
4312,chennai,CSI Bain School
4313,chennai,CSI Brain School - Kilpauk
4314,chennai,C.S.I. Raja Gopal High School
4315,chennai,CSI St. Hilda’s & St. Hugh’s Mat. Hr. Sec. School - CHENGALPATTU
4316,chennai,D A V BABA SCHOOL
4317,chennai,D.A.V. Girls Senior Secondary School
4318,chennai,D.A.V Higher Secondary School
4319,chennai,D.A.V Matriculation School - Gill Nagar
4320,chennai,D A V PUBLIC SCHOOL - Velachery
4321,chennai,D A V Senior Secondary School - Mogappair
4322,chennai,Daffodils Playschool and Activity Centre
4323,chennai,DANIEL MATRICULATION HIGHER SECONDARY SCHOOL
4324,chennai,D.A.V. Boys Senior Secondary School
4325,chennai,"D.A.V. Boys Senior Secondary School - TS Krishna Colony,Padi"
4326,chennai,D.A.V Girls Senior Secondary School
4327,chennai,DAV Metric Higher Secondary School - Gopalapuram
4328,chennai,DAV Public School - Velachery
4329,chennai,DAVe BABA VIDYALAYA
4330,chennai,DAVID MATRICULATION HIGHER SECONDARY SCHOOL - Velachery
4331,chennai,"Dawn School - Nolambur,Ambattur Industrial Estate"
4332,chennai,Dayananda Anglo Vedic School
4333,chennai,Dayasadan Agarwal Vidyalaya - Nerkundram
4334,chennai,Delhi Public School
4335,chennai,Delhi Public School Uniworld City - Nerkundram
4336,chennai,DEVI ACADEMY SENIOR SECONDARY SCHOOL
4337,chennai,Devi Nursery &amp; Primary School
4338,chennai,Dhanish Matric Higher Secondary School - Ayanavaram
4339,chennai,Dhanish Matriculation Higher Secondary School
4340,chennai,Dhaya International School
4341,chennai,Dhaya International School
4342,chennai,Diana Nursery and Primary School - Saidapet
4343,chennai,Diana Nursery and Primary School
4344,chennai,Diana Nursery &amp; Primary School - Saidapet
4345,chennai,Divyam Nursery and Primary School
4346,chennai,Don Bosco Matric Higher Secondary School - Grand Lane Redhills
4347,chennai,Don Bosco Matric Higher Secondary School
4348,chennai,Don Bosco Matriculation Higher Secondary School
4349,chennai,Don Bosco Matriculation Higher Secondary School
4350,chennai,DON BOSCO MATRICULATION SCHOOL
4351,chennai,DON BOSCO MATRICULATION SCHOOL - Kodungaiyur
4352,chennai,Don Bosco Matriculation School
4353,chennai,DON BOSCO SCHOOL OF EXCELLENCE - Egmore
4354,chennai,Doodle play school - Iyyappanthangal
4355,chennai,Doon Public School - Ramanathapuram
4356,chennai,Doveton Boys Higher Secondary School - Purasaiwakkam
4357,chennai,Doveton Girls Higher Secondary School - Purasaiwakkam
4358,chennai,Doveton ISC Boys Higher Secondary School - Purasaiwakkam
4359,chennai,Doveton Oakley Nursery &amp; Primary School
4360,chennai,Dr. K.K.R's Gowtham Concept School - Ashok Nagar
4361,chennai,Dr. Mehta's International Smart School - Ambattur Industrial Estate
4362,chennai,Dr. Nalli Kuppuswami Vivekananda Vidyalaya
4363,chennai,DR. Radhakrishnan Matriculation Higher Secondary School
4364,chennai,Dr. Rajamanickam Memorial School
4365,chennai,Dreamflower
4366,chennai,Dr.KALAM GLOBAL SCHOOL
4367,chennai,Eazy day - Anna Nagar West
4368,chennai,Ebenezer Marcus International School And Junior College
4369,chennai,Ebenezer Matriculation Higher Secondary School
4370,chennai,Ebenezer Matriculation Higher Secondary School - Villivakkam
4371,chennai,ECI MISSION NURSERY &amp; PRIMARY SCHOOL
4372,chennai,ECI NURSERY &amp; PRIMARY SCHOOL - Saligramam
4373,chennai,ECI St. Thomas Nursery &amp; Primary School
4374,chennai,Ela Green School
4375,chennai,Elemenopy - Nungambakkam
4376,chennai,Ellen Sharma Memorial Matriculation Higher Secondary School - Sholinganallur
4377,chennai,Emma Foulger Matriculation School - Gopalapuram
4378,chennai,Euro Kids
4379,chennai,Euro Kids - Anna Nagar
4380,chennai,Euro Kids - Annanagar East
4381,chennai,Euro Kids
4382,chennai,Euro Kids
4383,chennai,Euro Kids
4384,chennai,Euro Kids - George Town
4385,chennai,Euro Kids
4386,chennai,Euro Kids - Jeyachandran Nagar
4387,chennai,Euro Kids - Kodambakkam
4388,chennai,Euro Kids - Kolathur
4389,chennai,Euro Kids - Kotturpuram
4390,chennai,Euro Kids
4391,chennai,Euro Kids
4392,chennai,Euro Kids
4393,chennai,Euro Kids
4394,chennai,Euro Kids - Mogappair West
4395,chennai,Euro Kids
4396,chennai,Euro Kids
4397,chennai,Euro Kids
4398,chennai,Euro Kids - Padur
4399,chennai,Euro Kids
4400,chennai,Euro Kids - Peerkankaranai
4401,chennai,Euro Kids - Perambur
4402,chennai,Euro Kids - Perungudi
4403,chennai,Euro Kids - Poonamallee
4404,chennai,Euro Kids Preschool
4405,chennai,Euro Kids - Rajammal nagar
4406,chennai,Euro Kids
4407,chennai,Euro Kids - Sholinganallur
4408,chennai,Euro Kids - Tondiarpet
4409,chennai,Euro Kids - Valasaravakkam
4410,chennai,Euro Kids
4411,chennai,Euro Kids
4412,chennai,EuroKids Ambattur
4413,chennai,Eurokids
4414,chennai,Eurokids
4415,chennai,Eurokids - Madipakkam
4416,chennai,Eurokids
4417,chennai,Eurokids
4418,chennai,Eurokids - Palavakkam
4419,chennai,Eurokids
4420,chennai,Eurokids - Perumbakkam
4421,chennai,EuroKids PreSchool - Anna Nagar
4422,chennai,Eurokids - Thiruvanmiyur
4423,chennai,Evaans Matriculation Higher Secondary School - Nesapakkam
4424,chennai,EVE MATRICULATION HIGHER SECONDARY SCHOOL - Triplicane
4425,chennai,EVERWIN MATRICULATION HIGHER SECONDARY SCHOOL
4426,chennai,Everwin Public School - Maduravoyal
4427,chennai,EVERWIN VIDHYASHRAM - THIRUVALLUR
4428,chennai,"Faith International Academy - Thangam Colony,Anna Nagar West"
4429,chennai,Fathima Nursery &amp; Primary School - Perambur
4430,chennai,FIITJEE Global School Chennai - Tambaram
4431,chennai,First Seed
4432,chennai,Flintoclass Playschool & Daycare - Oggiyamduraipakkam
4433,chennai,"Footprints: Play School & Day Care, Preschool in Tirumurthy Nagar, Chennai"
4434,chennai,G R T Mahalakshmi Vidyalaya - Ashok Nagar
4435,chennai,"G T Aloha Vidhya Mandir - Rajendran Nagar,Neelankarai"
4436,chennai,Gardenia Montessori International School - Sholinganallur
4437,chennai,Gardenia - Scuola Montessori India
4438,chennai,Gateway International School
4439,chennai,Gateway International School
4440,chennai,Gateway The Complete School - Sholinganallur
4441,chennai,G.B Public School - CBSE - CHENGALPATTU
4442,chennai,"Geekz Microschool - Ram Nagar,Madipakkam"
4443,chennai,GGN International School - Chromepet
4444,chennai,Giggle Whiz
4445,chennai,GKM VIDYASHRAM - New Perungalathur
4446,chennai,Global Rabbee - Chromepet
4447,chennai,Global Rabbee
4448,chennai,Global Rabbee - Madipakkam
4449,chennai,Global Rabbee
4450,chennai,Global Rabbee - Pallavaram
4451,chennai,Global Rabbee - T. Nagar
4452,chennai,Global Rabbee - Velachery
4453,chennai,"Godson Public School - Veeraraghavalu Nagar,Lakshmipuram"
4454,chennai,Good Earth School - Naduvirappattu
4455,chennai,Good Sheperd Nursery &amp; Primary School - Tondiarpet
4456,chennai,GOOD SHEPHERD CONVENT
4457,chennai,Good Shepherd Mat. Hr. Sec. School - Nungambakkam
4458,chennai,Good Shepherd Matric Higher Secondry School - Korattur
4459,chennai,Good Shepherd Matriculation Higher Secondary School - Poonamallee
4460,chennai,GOODSHEPERD NURSERY and PRIMARY SCHOOL
4461,chennai,Gowtham Model School
4462,chennai,Grace Matriculation Higher Secondary School - Anna Nagar
4463,chennai,GRACE MATRICULATION SCHOOL
4464,chennai,"Grassroots Global School - Kamdar Nagar,Nungambakkam"
4465,chennai,Green Field International School - Madhavaram
4466,chennai,Green Valley Central School - Mogappair West
4467,chennai,Greenfield Chennai International School - Madhavaram
4468,chennai,"G.R.Thangamaligai Mahalakshmi Vivekananda - Manali New Town,Manali"
4469,chennai,Guardian School - CHENGALPATTU
4470,chennai,"Guru Nanak Matric Higher Secondary School - Anna Garden,Velachery"
4471,chennai,Guru Shikshaa International Montessori Play School - Kundrathur
4472,chennai,Guru Shree Shantivijai Jain Vidyalaya
4473,chennai,GURUKULAM PRIMARY &amp; NURSERY SCHOOL
4474,chennai,Hakeem Nursery And Primary School - Triplicane
4475,chennai,Headstart School - Kottivakkam
4476,chennai,Helen O'Grady International Preschool
4477,chennai,Hello Kids - Adambakkam
4478,chennai,Hello Kids
4479,chennai,Hello Kids
4480,chennai,Hello Kids - East Tambaram
4481,chennai,Hello Kids
4482,chennai,Hello Kids
4483,chennai,Hello Kids
4484,chennai,Hello Kids - Nanganallur
4485,chennai,Hello Kids - Pattabiram
